id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,gene,pval.fdr,log.pval.fdr,chr,snp_pos_gmean,OR,CI_lower,CI_upper
4771_10_SMPDL3A,ieu-b-18,multiple sclerosis || id:ieu-b-18,4771_10_SMPDL3A,Inverse variance weighted,2,-0.180809033,0.07828734,0.020912722,SMPDL3A,0.415369919,0.381564958,6,122867034.9,0.834594724,0.715873202,0.973005206
4775_34_GSN,ieu-b-18,multiple sclerosis || id:ieu-b-18,4775_34_GSN,Inverse variance weighted,2,0.002306108,0.112976494,0.983714486,GSN,0.998431193,0.000681859,9,121274782.5,1.002308769,0.803219043,1.25074583
4801_13_LPO,ieu-b-18,multiple sclerosis || id:ieu-b-18,4801_13_LPO,Inverse variance weighted,4,0.027494203,0.149602748,0.854184945,LPO,0.998431193,0.000681859,17,58088324.67,1.027875656,0.766648254,1.378113573
4811_33_ITIH4,ieu-b-18,multiple sclerosis || id:ieu-b-18,4811_33_ITIH4,Inverse variance weighted,2,0.05394526,0.368885192,0.883733021,ITIH4,0.998431193,0.000681859,3,52802069.92,1.055426827,0.512184834,2.174851172
4831_4_SELL,ieu-b-18,multiple sclerosis || id:ieu-b-18,4831_4_SELL,Inverse variance weighted,6,-0.115015002,0.037646989,0.002249918,SELL,0.103676205,0.984320907,1,169734305.8,0.891352772,0.827949513,0.959611366
4834_61_EPHA2,ieu-b-18,multiple sclerosis || id:ieu-b-18,4834_61_EPHA2,Inverse variance weighted,2,-0.126156366,0.110521174,0.253675288,EPHA2,0.886168581,0.052483652,1,16188470.11,0.881477003,0.709795863,1.094683341
4867_15_VEGFA,ieu-b-18,multiple sclerosis || id:ieu-b-18,4867_15_VEGFA,Inverse variance weighted,12,0.01347836,0.044574754,0.762365027,VEGFA,0.993478776,0.002841407,6,43937247.14,1.013569603,0.928775565,1.106105047
4874_3_ANG,ieu-b-18,multiple sclerosis || id:ieu-b-18,4874_3_ANG,Inverse variance weighted,27,-0.005257933,0.033488346,0.875238659,ANG,0.998431193,0.000681859,14,20660035.77,0.994755865,0.931559616,1.062239297
4878_3_F10,ieu-b-18,multiple sclerosis || id:ieu-b-18,4878_3_F10,Inverse variance weighted,4,0.017259552,0.178431689,0.922941463,F10,0.998431193,0.000681859,13,113209370.5,1.017409358,0.717152652,1.443377223
4886_3_CCL7,ieu-b-18,multiple sclerosis || id:ieu-b-18,4886_3_CCL7,Inverse variance weighted,17,-0.063154321,0.038540071,0.101282751,CCL7,0.729061051,0.137236103,17,34306305.91,0.938798586,0.870495351,1.012461221
4906_35_F5,ieu-b-18,multiple sclerosis || id:ieu-b-18,4906_35_F5,Inverse variance weighted,7,0.07615794,0.064708793,0.239222092,F5,0.86119953,0.064896216,1,169450625.4,1.079132999,0.950591083,1.225056756
4908_6_ENG,ieu-b-18,multiple sclerosis || id:ieu-b-18,4908_6_ENG,Inverse variance weighted,7,0.044107298,0.073277804,0.547228096,ENG,0.977196122,0.010018265,9,127846588.8,1.045094486,0.905274381,1.206509879
4911_49_GSTP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4911_49_GSTP1,Inverse variance weighted,3,-0.219481415,0.130275642,0.092037516,GSTP1,0.729061051,0.137236103,11,67562145.13,0.80293508,0.621995965,1.036509526
4913_78_CCL16,ieu-b-18,multiple sclerosis || id:ieu-b-18,4913_78_CCL16,Inverse variance weighted,8,0.00431358,0.036113288,0.904922188,CCL16,0.998431193,0.000681859,17,35907364.79,1.004322897,0.935692423,1.077987228
4920_10_LYZ,ieu-b-18,multiple sclerosis || id:ieu-b-18,4920_10_LYZ,Inverse variance weighted,13,0.110149773,0.046125481,0.016938218,LYZ,0.371943062,0.429523537,12,69293765.69,1.116445272,1.01994003,1.222081699
4924_32_MMP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4924_32_MMP1,Inverse variance weighted,10,-0.014233747,0.043112367,0.741283144,MMP1,0.993478776,0.002841407,11,102813510.5,0.985867074,0.905983681,1.072794034
4929_55_SHBG,ieu-b-18,multiple sclerosis || id:ieu-b-18,4929_55_SHBG,Inverse variance weighted,3,-0.035562488,0.075415256,0.637244012,SHBG,0.977302673,0.009970914,17,7665088.945,0.965062428,0.832454769,1.118794106
4930_21_STC1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4930_21_STC1,Inverse variance weighted,2,-0.153024288,0.156093821,0.32692062,STC1,0.902817555,0.044400005,8,23871701.03,0.85810888,0.631935354,1.165231293
4960_72_ANXA1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4960_72_ANXA1,Inverse variance weighted,2,0.026634488,0.123800068,0.829657278,ANXA1,0.998431193,0.000681859,9,73182486.58,1.026992356,0.805724308,1.309025046
4961_17_ANXA2,ieu-b-18,multiple sclerosis || id:ieu-b-18,4961_17_ANXA2,Inverse variance weighted,10,0.05505989,0.042990821,0.200286422,ANXA2,0.819997463,0.086187491,15,60390381.7,1.056603893,0.971220143,1.149494061
4962_52_CDNF,ieu-b-18,multiple sclerosis || id:ieu-b-18,4962_52_CDNF,Inverse variance weighted,7,-0.039158375,0.138635462,0.777594118,CDNF,0.993478776,0.002841407,10,14963614.63,0.961598404,0.732798963,1.261835151
4964_67_ERAP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4964_67_ERAP1,Inverse variance weighted,12,0.005965742,0.018855927,0.75170992,ERAP1,0.993478776,0.002841407,5,96760094.95,1.005983572,0.96948345,1.043857889
4968_50_CAPG,ieu-b-18,multiple sclerosis || id:ieu-b-18,4968_50_CAPG,Inverse variance weighted,8,-0.032886801,0.052553919,0.531464125,CAPG,0.977196122,0.010018265,2,85454181.26,0.96764809,0.872936484,1.072635688
4971_1_CTSZ,ieu-b-18,multiple sclerosis || id:ieu-b-18,4971_1_CTSZ,Inverse variance weighted,11,0.035760074,0.090822576,0.693776313,CTSZ,0.993478776,0.002841407,20,58986330.78,1.036407156,0.867402492,1.238340681
4979_34_DPT,ieu-b-18,multiple sclerosis || id:ieu-b-18,4979_34_DPT,Inverse variance weighted,8,0.00490338,0.042769143,0.908724442,DPT,0.998431193,0.000681859,1,168699120.6,1.004915421,0.924110025,1.092786547
4982_54_PI3,ieu-b-18,multiple sclerosis || id:ieu-b-18,4982_54_PI3,Inverse variance weighted,5,0.065597816,0.058849506,0.264991593,PI3,0.886168581,0.052483652,20,45140957.17,1.06779718,0.95146991,1.19834669
4990_87_GP1BA,ieu-b-18,multiple sclerosis || id:ieu-b-18,4990_87_GP1BA,Inverse variance weighted,2,0.061692329,0.162514878,0.70423468,GP1BA,0.993478776,0.002841407,17,4772666.699,1.063635045,0.773494413,1.462608508
4991_12_GPC5,ieu-b-18,multiple sclerosis || id:ieu-b-18,4991_12_GPC5,Inverse variance weighted,22,-0.035427354,0.036842764,0.336259419,GPC5,0.911860098,0.040071788,13,92022396.27,0.965192849,0.897951544,1.037469385
4992_49_GRN,ieu-b-18,multiple sclerosis || id:ieu-b-18,4992_49_GRN,Inverse variance weighted,2,-0.036027501,0.177999743,0.839602479,GRN,0.998431193,0.000681859,17,44368324.06,0.964613765,0.680513923,1.367319147
4996_66_HRG,ieu-b-18,multiple sclerosis || id:ieu-b-18,4996_66_HRG,Inverse variance weighted,27,-0.008387652,0.017410593,0.629979517,HRG,0.977196122,0.010018265,3,186698926.7,0.991647426,0.958378569,1.026071169
5000_52_LGALS3BP,ieu-b-18,multiple sclerosis || id:ieu-b-18,5000_52_LGALS3BP,Inverse variance weighted,3,-0.193330937,0.104497111,0.064297992,LGALS3BP,0.652129767,0.185665976,17,78926771.73,0.824209168,0.671564459,1.011549589
5005_4_MAPK12,ieu-b-18,multiple sclerosis || id:ieu-b-18,5005_4_MAPK12,Inverse variance weighted,5,0.216767927,0.080803709,0.007304177,MAPK12,0.226518444,0.64489643,22,50263779,1.242055822,1.060131183,1.455199779
5015_15_PLA2G7,ieu-b-18,multiple sclerosis || id:ieu-b-18,5015_15_PLA2G7,Inverse variance weighted,2,-0.162764314,0.163686288,0.320044017,PLA2G7,0.902817555,0.044400005,6,46820299.03,0.849791449,0.616566288,1.171237416
5021_13_PPA1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5021_13_PPA1,Inverse variance weighted,4,-0.031558134,0.180467838,0.861182991,PPA1,0.998431193,0.000681859,10,70239840.07,0.968934627,0.680263472,1.38010396
5029_3_FAP,ieu-b-18,multiple sclerosis || id:ieu-b-18,5029_3_FAP,Inverse variance weighted,2,-0.070957059,0.19227747,0.712101861,FAP,0.993478776,0.002841407,2,162052130,0.931501891,0.639019122,1.357855726
5034_79_PRSS2,ieu-b-18,multiple sclerosis || id:ieu-b-18,5034_79_PRSS2,Inverse variance weighted,9,0.055469045,0.066405028,0.403540979,PRSS2,0.940720759,0.026539272,7,142656866,1.057036296,0.928035947,1.203968159
5036_50_TNFAIP6,ieu-b-18,multiple sclerosis || id:ieu-b-18,5036_50_TNFAIP6,Inverse variance weighted,7,-0.009662695,0.030370509,0.750363235,TNFAIP6,0.993478776,0.002841407,2,151358074.7,0.990383839,0.933150398,1.051127611
5060_62_CD274,ieu-b-18,multiple sclerosis || id:ieu-b-18,5060_62_CD274,Inverse variance weighted,2,-0.174512736,0.121676679,0.151505719,CD274,0.770087598,0.113459871,9,5442956.835,0.839866158,0.661662927,1.066064207
5066_134_CD300C,ieu-b-18,multiple sclerosis || id:ieu-b-18,5066_134_CD300C,Inverse variance weighted,4,-0.073609193,0.062303746,0.23742125,CD300C,0.86119953,0.064896216,17,74461692.76,0.929034696,0.822238702,1.049701826
5069_9_CD55,ieu-b-18,multiple sclerosis || id:ieu-b-18,5069_9_CD55,Inverse variance weighted,4,-0.127467395,0.062005983,0.039808803,CD55,0.549483956,0.260044984,1,207397610.4,0.880322118,0.779580658,0.994081912
5078_82_EPHB6,ieu-b-18,multiple sclerosis || id:ieu-b-18,5078_82_EPHB6,Inverse variance weighted,4,-0.020264598,0.072715053,0.780486544,EPHB6,0.993478776,0.002841407,7,142759065.7,0.979939349,0.849772934,1.13004438
5087_5_IL22RA2,ieu-b-18,multiple sclerosis || id:ieu-b-18,5087_5_IL22RA2,Inverse variance weighted,5,0.234022636,0.243343254,0.336201501,IL22RA2,0.911860098,0.040071788,6,137126828.4,1.263673097,0.784326304,2.03597621
5090_49_LILRB1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5090_49_LILRB1,Inverse variance weighted,21,-0.045654597,0.042735735,0.285385087,LILRB1,0.890498002,0.05036705,19,54594548.81,0.955371894,0.878607829,1.038842843
5091_28_LILRB2,ieu-b-18,multiple sclerosis || id:ieu-b-18,5091_28_LILRB2,Inverse variance weighted,17,0.02623608,0.033176394,0.429057418,LILRB2,0.95789563,0.018681808,19,54252464.23,1.026583275,0.961953032,1.095555797
5095_21_KIR2DL4,ieu-b-18,multiple sclerosis || id:ieu-b-18,5095_21_KIR2DL4,Inverse variance weighted,2,0.160784799,0.539283843,0.765592473,KIR2DL4,0.993478776,0.002841407,19,54807737.73,1.174432202,0.408112857,3.379680338
5102_55_MICB,ieu-b-18,multiple sclerosis || id:ieu-b-18,5102_55_MICB,Inverse variance weighted,11,-0.177915909,0.127031363,0.161343657,MICB,0.770087598,0.113459871,6,31379530.13,0.837012806,0.652530511,1.073651615
5105_2_RTN4R,ieu-b-18,multiple sclerosis || id:ieu-b-18,5105_2_RTN4R,Inverse variance weighted,10,-0.010856352,0.041727892,0.794732528,RTN4R,0.993478776,0.002841407,22,20178212.54,0.989202366,0.911518837,1.073506417
5108_72_NOTCH3,ieu-b-18,multiple sclerosis || id:ieu-b-18,5108_72_NOTCH3,Inverse variance weighted,2,-0.149640864,0.199181492,0.45248479,NOTCH3,0.964143158,0.015858476,19,15270027.8,0.861017143,0.58272693,1.272209129
5111_15_NRXN3,ieu-b-18,multiple sclerosis || id:ieu-b-18,5111_15_NRXN3,Inverse variance weighted,6,0.026616425,0.107387605,0.804247535,NRXN3,0.996229204,0.001640731,14,79456057.72,1.026973806,0.832049553,1.267562963
5112_73_CD200,ieu-b-18,multiple sclerosis || id:ieu-b-18,5112_73_CD200,Inverse variance weighted,2,-0.554830535,0.402947257,0.168533609,CD200,0.773278821,0.111663884,3,112342980.4,0.574169555,0.260642079,1.264840579
5116_62_ROBO2,ieu-b-18,multiple sclerosis || id:ieu-b-18,5116_62_ROBO2,Inverse variance weighted,4,0.249078802,0.15633178,0.111099537,ROBO2,0.752862742,0.123284195,3,77013296.67,1.28284312,0.944281002,1.742793159
5121_3_SEMA6B,ieu-b-18,multiple sclerosis || id:ieu-b-18,5121_3_SEMA6B,Inverse variance weighted,2,0.251998162,0.21120927,0.232822087,SEMA6B,0.86119953,0.064896216,19,4553685.196,1.286593673,0.850465011,1.946374346
5124_69_ICAM5,ieu-b-18,multiple sclerosis || id:ieu-b-18,5124_69_ICAM5,Inverse variance weighted,10,0.132735706,0.037817242,0.000448232,ICAM5,0.039657684,1.401672651,19,10217691.42,1.141948149,1.060365767,1.229807313
5128_53_SLAMF6,ieu-b-18,multiple sclerosis || id:ieu-b-18,5128_53_SLAMF6,Inverse variance weighted,2,-0.19210418,0.244942414,0.43287405,SLAMF6,0.959911089,0.017768991,1,160538097.3,0.825220892,0.510588493,1.333734564
5129_12_SCARF1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5129_12_SCARF1,Inverse variance weighted,8,-0.027514067,0.047811893,0.56497692,SCARF1,0.977196122,0.010018265,17,1655696.54,0.972860998,0.88583429,1.06843744
5131_15_TNFRSF19,ieu-b-18,multiple sclerosis || id:ieu-b-18,5131_15_TNFRSF19,Inverse variance weighted,2,-0.155452755,0.144762123,0.282890076,TNFRSF19,0.889636358,0.050787476,13,23716009.42,0.856027519,0.644560548,1.136872427
5132_71_IL27RA,ieu-b-18,multiple sclerosis || id:ieu-b-18,5132_71_IL27RA,Inverse variance weighted,12,-0.004896471,0.036720895,0.893922204,IL27RA,0.998431193,0.000681859,19,14037259.73,0.995115498,0.92601076,1.069377265
5134_52_HAVCR2,ieu-b-18,multiple sclerosis || id:ieu-b-18,5134_52_HAVCR2,Inverse variance weighted,5,0.117955411,0.050556483,0.019640738,HAVCR2,0.415369919,0.381564958,5,157154866.4,1.125193938,1.019043767,1.242401396
5139_32_UNC5C,ieu-b-18,multiple sclerosis || id:ieu-b-18,5139_32_UNC5C,Inverse variance weighted,8,-0.070400647,0.067152378,0.294467426,UNC5C,0.895056662,0.048149471,4,95579133.32,0.932020334,0.817079153,1.063130666
5202_4_PPID,ieu-b-18,multiple sclerosis || id:ieu-b-18,5202_4_PPID,Inverse variance weighted,2,0.051014449,0.070711453,0.470635548,PPID,0.967772715,0.014226627,4,158701150.9,1.052338099,0.916145579,1.208776749
5231_79_PCSK9,ieu-b-18,multiple sclerosis || id:ieu-b-18,5231_79_PCSK9,Inverse variance weighted,5,-0.00083155,0.087357336,0.992405096,PCSK9,0.998431193,0.000681859,1,55089766.48,0.999168796,0.841935451,1.185765822
5238_26_PPIE,ieu-b-18,multiple sclerosis || id:ieu-b-18,5238_26_PPIE,Inverse variance weighted,5,-0.012351998,0.055467736,0.823778364,PPIE,0.998431193,0.000681859,1,39736506.35,0.987723975,0.885973038,1.101160656
5256_86_PDE5A,ieu-b-18,multiple sclerosis || id:ieu-b-18,5256_86_PDE5A,Inverse variance weighted,3,0.034684631,0.080975729,0.668408211,PDE5A,0.991777786,0.003585623,4,119724084.1,1.035293158,0.883355285,1.213364475
5346_24_CPNE1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5346_24_CPNE1,Inverse variance weighted,8,-0.000865557,0.035068398,0.980308629,CPNE1,0.998431193,0.000681859,20,35742948.4,0.999134817,0.932767209,1.070224567
5349_69_DLL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5349_69_DLL1,Inverse variance weighted,3,-0.300825304,0.140609541,0.032400265,DLL1,0.548269042,0.261006276,6,170267546.6,0.740207073,0.561906393,0.975085028
5350_14_GPC6,ieu-b-18,multiple sclerosis || id:ieu-b-18,5350_14_GPC6,Inverse variance weighted,2,-0.162138067,0.300764804,0.58982758,GPC6,0.977196122,0.010018265,13,93806974.81,0.850323795,0.471593882,1.533205971
5353_89_IL1RN,ieu-b-18,multiple sclerosis || id:ieu-b-18,5353_89_IL1RN,Inverse variance weighted,3,-0.122099008,0.085948006,0.155428776,IL1RN,0.770087598,0.113459871,2,113076610.3,0.885060736,0.747846827,1.047450465
5355_69_TNFSF14,ieu-b-18,multiple sclerosis || id:ieu-b-18,5355_69_TNFSF14,Inverse variance weighted,4,-0.663241203,0.195571117,0.000695608,TNFSF14,0.047137656,1.326632021,19,6689903.194,0.515178826,0.3511434,0.755842835
5363_51_SEMA3E,ieu-b-18,multiple sclerosis || id:ieu-b-18,5363_51_SEMA3E,Inverse variance weighted,12,-0.001132932,0.033386597,0.972929984,SEMA3E,0.998431193,0.000681859,7,83516277.15,0.998867709,0.935596803,1.06641739
5392_73_FAS,ieu-b-18,multiple sclerosis || id:ieu-b-18,5392_73_FAS,Inverse variance weighted,6,0.10579402,0.065158173,0.104450682,FAS,0.729061051,0.137236103,10,89001440.21,1.111592887,0.978322412,1.263017928
5400_52_LEPR,ieu-b-18,multiple sclerosis || id:ieu-b-18,5400_52_LEPR,Inverse variance weighted,15,0.023768092,0.027616519,0.389432134,LEPR,0.94043714,0.026670228,1,65521439.61,1.024052805,0.970095959,1.081010735
5404_53_TNFRSF21,ieu-b-18,multiple sclerosis || id:ieu-b-18,5404_53_TNFRSF21,Inverse variance weighted,2,-0.162963168,0.151632122,0.282496876,TNFRSF21,0.889636358,0.050787476,6,47295822.11,0.849622481,0.631181306,1.143662453
5430_66_SIRPA,ieu-b-18,multiple sclerosis || id:ieu-b-18,5430_66_SIRPA,Inverse variance weighted,28,0.033691922,0.020470679,0.099792075,SIRPA,0.729061051,0.137236103,20,1944250.207,1.034265923,0.993590024,1.076607026
5451_1_ALCAM,ieu-b-18,multiple sclerosis || id:ieu-b-18,5451_1_ALCAM,Inverse variance weighted,3,0.003080252,0.213711332,0.988500372,ALCAM,0.998431193,0.000681859,3,105487047,1.003085001,0.659816207,1.524939081
5452_71_ASGR1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5452_71_ASGR1,Inverse variance weighted,2,-0.025805469,0.205158733,0.899903745,ASGR1,0.998431193,0.000681859,17,7146168.79,0.974524646,0.651865788,1.456892361
5456_59_CNDP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5456_59_CNDP1,Inverse variance weighted,13,-0.027248411,0.042475645,0.521193532,CNDP1,0.977196122,0.010018265,18,74603262.88,0.973119478,0.895385726,1.057601759
5457_5_COLEC12,ieu-b-18,multiple sclerosis || id:ieu-b-18,5457_5_COLEC12,Inverse variance weighted,7,0.179319596,0.080482147,0.025876063,COLEC12,0.496820419,0.303800563,18,390482.3552,1.196403048,1.021809002,1.400829559
5459_33_CST1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5459_33_CST1,Inverse variance weighted,10,-0.016840213,0.035819613,0.638255387,CST1,0.977302673,0.009970914,20,23767955.98,0.983300791,0.91663433,1.054815877
5462_62_FCN3,ieu-b-18,multiple sclerosis || id:ieu-b-18,5462_62_FCN3,Inverse variance weighted,4,-0.041549148,0.048867849,0.395194528,FCN3,0.940720759,0.026539272,1,27339553.52,0.959302186,0.871682408,1.055729329
5463_22_GAS1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5463_22_GAS1,Inverse variance weighted,2,-0.00376449,0.171569216,0.982494602,GAS1,0.998431193,0.000681859,9,86828355.99,0.996242587,0.711741744,1.394465479
5465_32_HS6ST1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5465_32_HS6ST1,Inverse variance weighted,4,0.002042543,0.096144848,0.983050665,HS6ST1,0.998431193,0.000681859,2,128307087,1.002044631,0.829940424,1.209837975
5478_50_FOLH1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5478_50_FOLH1,Inverse variance weighted,3,0.018713679,0.095337122,0.844383555,FOLH1,0.998431193,0.000681859,11,49138945.71,1.018889877,0.845229508,1.228230406
5480_49_CCL5,ieu-b-18,multiple sclerosis || id:ieu-b-18,5480_49_CCL5,Inverse variance weighted,2,-0.152056571,0.079290961,0.055148589,CCL5,0.632894017,0.19866901,17,35737711.4,0.858939688,0.73530724,1.003359342
5483_1_RGMA,ieu-b-18,multiple sclerosis || id:ieu-b-18,5483_1_RGMA,Inverse variance weighted,5,-0.032980972,0.141667214,0.815912084,RGMA,0.998431193,0.000681859,15,93148772.89,0.96755697,0.732971315,1.277221184
5487_7_SLAMF7,ieu-b-18,multiple sclerosis || id:ieu-b-18,5487_7_SLAMF7,Inverse variance weighted,12,0.122662962,0.044084764,0.005395278,SLAMF7,0.200495497,0.697895377,1,160735387.7,1.130503334,1.036922119,1.232530164
5491_12_SPOCK2,ieu-b-18,multiple sclerosis || id:ieu-b-18,5491_12_SPOCK2,Inverse variance weighted,3,-0.109987703,0.082920988,0.184702029,SPOCK2,0.788926216,0.102963612,10,72096381.44,0.895845152,0.761463653,1.053942013
5508_62_CTSD,ieu-b-18,multiple sclerosis || id:ieu-b-18,5508_62_CTSD,Inverse variance weighted,9,-0.0033346,0.10699544,0.9751373,CTSD,0.998431193,0.000681859,11,1763681.975,0.996670953,0.808119235,1.229215871
5532_53_FGFR1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5532_53_FGFR1,Inverse variance weighted,2,0.047599414,0.170913753,0.780628861,FGFR1,0.993478776,0.002841407,8,38588278.43,1.048750457,0.75021793,1.466077358
5542_22_NRP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5542_22_NRP1,Inverse variance weighted,7,0.009568335,0.05035521,0.849295976,NRP1,0.998431193,0.000681859,10,33221154.19,1.009614258,0.914728594,1.114342502
5581_28_FGL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,5581_28_FGL1,Inverse variance weighted,13,0.014692485,0.027299802,0.590445765,FGL1,0.977196122,0.010018265,8,17874272.57,1.01480095,0.961928527,1.070579507
5584_21_TCN2,ieu-b-18,multiple sclerosis || id:ieu-b-18,5584_21_TCN2,Inverse variance weighted,10,0.016570188,0.025819544,0.521023041,TCN2,0.977196122,0.010018265,22,30613024.02,1.016708235,0.966536595,1.069484219
5593_11_PDIA5,ieu-b-18,multiple sclerosis || id:ieu-b-18,5593_11_PDIA5,Inverse variance weighted,14,0.037230783,0.025198947,0.139548683,PDIA5,0.769556868,0.113759282,3,123184548.2,1.03793253,0.987914471,1.090483001
5601_2_PGLYRP2,ieu-b-18,multiple sclerosis || id:ieu-b-18,5601_2_PGLYRP2,Inverse variance weighted,6,0.00194266,0.077952686,0.980117969,PGLYRP2,0.998431193,0.000681859,19,15486000.21,1.001944548,0.859981326,1.167342647
5604_30_HPSE,ieu-b-18,multiple sclerosis || id:ieu-b-18,5604_30_HPSE,Inverse variance weighted,3,0.092750583,0.124820911,0.457439744,HPSE,0.964143158,0.015858476,4,83302928.41,1.097188044,0.859075556,1.401298868
5618_50_FAM3B,ieu-b-18,multiple sclerosis || id:ieu-b-18,5618_50_FAM3B,Inverse variance weighted,7,0.034516619,0.053179575,0.516301001,FAM3B,0.977196122,0.010018265,21,41204043.48,1.035119231,0.932659266,1.14883523
5620_13_PAM,ieu-b-18,multiple sclerosis || id:ieu-b-18,5620_13_PAM,Inverse variance weighted,4,-0.053800561,0.050558001,0.287267342,PAM,0.890498002,0.05036705,5,103000553.3,0.94762108,0.85822048,1.046334517
